"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"alpha_base",48.5643553939085,NA,NA,NA,NA
"gamma_prim",1.08908360017767,NA,NA,NA,NA
"gamma_temp",2.13367324531115,NA,NA,NA,NA
"gamma_home",0.448631164675579,NA,NA,NA,NA
"delta_temp",-0.588769305098909,NA,NA,NA,NA
"delta_home",0.776705431004755,NA,NA,NA,NA
"delta_temp_agk_18_29_woman",-0.526780089260764,NA,NA,NA,NA
"delta_home_agk_18_29_woman",0.151464723710769,NA,NA,NA,NA
"delta_temp_agk_18_29",0.0213801531353104,NA,NA,NA,NA
"delta_home_agk_18_29",-0.387580060985903,NA,NA,NA,NA
"delta_temp_agk_30_44_woman_kids",-0.444773738486701,NA,NA,NA,NA
"delta_home_agk_30_44_woman_kids",-0.247786139633199,NA,NA,NA,NA
"delta_temp_agk_30_44_woman_nokids",-0.465208367508611,NA,NA,NA,NA
"delta_home_agk_30_44_woman_nokids",-0.222889808998335,NA,NA,NA,NA
"delta_temp_agk_30_44_kids",0.398137039958248,NA,NA,NA,NA
"delta_home_agk_30_44_kids",-0.167604460303636,NA,NA,NA,NA
"delta_temp_agk_45_64_woman",-0.676317557034039,NA,NA,NA,NA
"delta_home_agk_45_64_woman",0.0436491918588491,NA,NA,NA,NA
"delta_temp_agk_45_64",0.410479796707102,NA,NA,NA,NA
"delta_home_agk_45_64",-0.239516248134028,NA,NA,NA,NA
"delta_temp_agk_65plus_woman",-3.73163246307996,NA,NA,NA,NA
"delta_home_agk_65plus_woman",-0.400908949901053,NA,NA,NA,NA
"delta_temp_agk_65plus",0.273809480186813,NA,NA,NA,NA
"delta_home_agk_65plus",0.0831846476766757,NA,NA,NA,NA
"delta_temp_income_50minus",0.0758946812195415,NA,NA,NA,NA
"delta_home_income_50minus",-0.0132002888084073,NA,NA,NA,NA
"delta_temp_income_100_149",0.232925043484906,NA,NA,NA,NA
"delta_home_income_100_149",0.281872628665233,NA,NA,NA,NA
"delta_temp_income_150plus",-0.205239470972037,NA,NA,NA,NA
"delta_home_income_150plus",0.252138273400062,NA,NA,NA,NA
"delta_temp_education_highschool",0.737631122873593,NA,NA,NA,NA
"delta_home_education_highschool",-0.0422619301757111,NA,NA,NA,NA
"delta_temp_education_graduate",-0.0402004575578797,NA,NA,NA,NA
"delta_home_education_graduate",-0.138729068983399,NA,NA,NA,NA
"delta_temp_impgender_20_39",-0.709252540079369,NA,NA,NA,NA
"delta_home_impgender_20_39",-0.528095389924968,NA,NA,NA,NA
"delta_temp_impgender_40_59",-1.12715370986045,NA,NA,NA,NA
"delta_home_impgender_40_59",-0.343296438201561,NA,NA,NA,NA
"delta_temp_impgender_60plus",0.0388960431838089,NA,NA,NA,NA
"delta_home_impgender_60plus",0.0351806565309144,NA,NA,NA,NA
"delta_temp_impgender_20_39_woman",0.421699641020372,NA,NA,NA,NA
"delta_home_impgender_20_39_woman",0.389617913779095,NA,NA,NA,NA
"delta_temp_impgender_40_59_woman",0.580832534059705,NA,NA,NA,NA
"delta_home_impgender_40_59_woman",0.0813239236145534,NA,NA,NA,NA
"delta_temp_impgender_60plus_woman",0.426501186551904,NA,NA,NA,NA
"delta_home_impgender_60plus_woman",0.0695818864500737,NA,NA,NA,NA
"delta_temp_jobtype12_professional",-0.71575957120166,NA,NA,NA,NA
"delta_home_jobtype12_professional",0.263651673036406,NA,NA,NA,NA
"delta_temp_jobtype12_administrative",-0.924291005992082,NA,NA,NA,NA
"delta_home_jobtype12_administrative",0.101047146687215,NA,NA,NA,NA
"delta_temp_commute_noncar",0.320361690445642,NA,NA,NA,NA
"delta_home_commute_noncar",0.433744164348983,NA,NA,NA,NA
"delta_temp_neighborhood_suburban",-0.193873570246567,NA,NA,NA,NA
"delta_home_neighborhood_suburban",0.0429823037425136,NA,NA,NA,NA
"delta_temp_neighborhood_town_rural",-0.269737990021701,NA,NA,NA,NA
"delta_home_neighborhood_town_rural",-0.0860558039583332,NA,NA,NA,NA
"delta_temp_homeownership_nonown",0.284244493056027,NA,NA,NA,NA
"delta_home_homeownership_nonown",0.124214181967859,NA,NA,NA,NA
"delta_temp_factor_score_1",0.12931654376014,NA,NA,NA,NA
"delta_home_factor_score_1",0.408173937906434,NA,NA,NA,NA
"delta_temp_factor_score_2",-0.00280732815538158,NA,NA,NA,NA
"delta_home_factor_score_2",-0.190198997610816,NA,NA,NA,NA
"delta_temp_factor_score_3",0.221929575225811,NA,NA,NA,NA
"delta_home_factor_score_3",0.21859625720894,NA,NA,NA,NA
